date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2020-03-26,5.88,6.42,5.46,5.18,10569848.0,-0.38,-6.51,6.258,6.558,6.597,6884206.3,6554656.4,5847692.53
2020-02-28,5.84,6.19,5.84,5.6,9774454.0,-0.65,-10.02,6.53,6.683,6.647,5732208.8,6073407.7,5319200.13
2020-01-23,7.08,7.14,6.49,6.44,4714527.5,-0.46,-6.62,6.774,6.846,6.682,4821237.3,6414677.1,4830477.43
2019-12-31,6.56,6.97,6.95,6.55,4963785.0,0.4,6.11,6.802,6.951,6.692,5005403.1,7968382.15,4594751.05
2019-11-29,6.8,6.89,6.55,6.42,4398417.0,-0.27,-3.96,6.802,6.952,6.705,5942154.1,8237462.55,4346561.8
2019-10-31,7.07,7.44,6.82,6.79,4809860.5,-0.24,-3.4,6.858,6.938,6.747,6225106.5,8253281.9,4126640.95
2019-09-30,6.6,7.23,7.06,6.6,5219596.5,0.43,6.49,6.836,6.867,6.79,6414606.6,7772295.85,3886147.93
2019-08-30,6.96,7.03,6.63,6.42,5635356.5,-0.32,-4.6,6.918,6.776,6.899,8008116.9,7250336.2,3625168.1
2019-07-31,6.93,7.49,6.95,6.52,9647540.0,0.12,1.76,7.1,6.73,6.932,10931361.2,6686800.55,3343400.28
2019-06-28,6.72,6.99,6.83,6.57,5813179.0,0.12,1.79,7.102,6.675,6.946,10532771.0,5722046.55,3053745.1
2019-05-31,7.25,7.34,6.71,6.6,5757361.0,-0.76,-10.17,7.018,6.636,6.981,10281457.3,5140728.65,3132721.18
2019-04-30,7.65,8.3,7.47,7.28,13187148.0,-0.07,-0.93,6.898,6.611,7.022,9129985.1,4564992.55,3711639.33
2019-03-29,6.98,7.94,7.54,6.85,20251578.0,0.58,8.33,6.634,6.518,7.029,6492555.5,3246277.75,3605879.13
2019-02-28,6.44,7.13,6.96,6.39,7654589.0,0.55,8.58,6.36,6.433,7.05,2442239.9,1221119.95,3384614.33
2019-01-31,6.13,6.58,6.41,5.98,4556610.5,0.3,4.91,6.248,6.457,7.093,911322.1,455661.05,3830937.43
2018-12-28,6.29,6.39,6.11,5.99,0.0,-0.04,-0.65,6.254,6.556,7.162,0.0,0.0,4206277.5
2018-11-30,6.22,6.78,6.15,6.0,0.0,-0.02,-0.32,6.324,6.712,7.228,0.0,0.0,4646461.05
2018-10-31,6.29,6.35,6.17,5.29,0.0,-0.23,-3.59,6.402,7.021,7.319,0.0,0.0,5280344.9
2018-09-28,6.44,6.59,6.4,6.1,0.0,-0.04,-0.62,6.506,7.133,7.445,0.0,0.0,5668964.4
2018-08-31,6.41,6.58,6.44,5.95,0.0,-0.02,-0.31,6.666,7.217,7.556,0.0,385443.65,5994895.05
2018-07-31,6.51,6.54,6.46,5.95,0.0,-0.08,-1.22,6.858,7.326,7.669,0.0,1124713.7,6813171.35
2018-06-29,6.66,7.31,6.54,6.38,0.0,-0.15,-2.24,7.1,7.432,7.825,0.0,2858286.1,8103472.05
2018-05-31,7.2,7.42,6.69,6.61,0.0,-0.51,-7.08,7.64,7.54,7.951,0.0,3965480.5,8661983.1
2018-04-27,7.42,7.5,7.2,6.97,0.0,-0.2,-2.7,7.76,7.666,8.097,0.0,5548108.7,9612688.2
2018-03-30,7.56,7.95,7.4,7.06,0.0,-0.27,-3.52,7.768,7.728,8.239,770887.3,7206213.8,10995524.7
2018-02-28,9.21,9.31,7.67,7.26,0.0,-1.57,-16.99,7.794,7.767,8.329,2249427.4,8412555.0,11444233.2
2018-01-31,7.38,10.42,9.24,7.37,0.0,1.95,26.75,7.764,7.744,8.486,5716572.2,9292922.1,11502741.78
2017-12-29,7.2,7.38,7.29,6.97,0.0,0.05,0.69,7.44,7.617,8.593,7930961.0,10560689.8,11546547.21
2017-11-30,7.54,7.78,7.24,7.06,3854436.5,-0.29,-3.85,7.572,7.756,8.85,11096217.4,11337928.8,11625521.19
2017-10-31,7.7,7.72,7.53,7.35,7392700.5,0.01,0.13,7.688,7.894,9.151,13641540.3,11604346.45,11589653.22
2017-09-29,7.62,8.33,7.52,7.49,17335724.0,-0.1,-1.31,7.74,8.012,9.444,14575682.6,12501629.0,11289069.65
2017-08-31,7.95,8.15,7.62,7.35,11071944.0,-0.33,-4.15,7.724,8.218,9.655,12869272.0,13348658.0,10499322.99
2017-07-31,7.81,8.2,7.95,7.23,15826282.0,0.13,1.66,7.794,8.361,10.09,13190418.6,13358485.7,10107907.85
2017-06-30,7.75,8.43,7.82,7.63,16581051.0,0.03,0.39,7.94,8.527,10.564,11579640.2,13677267.7,9447255.97
2017-05-31,7.4,8.07,7.79,7.12,12063412.0,0.35,4.7,8.1,8.75,10.938,9567152.6,14784835.6,8767528.59
2017-04-28,7.98,8.28,7.44,7.25,8803671.0,-0.53,-6.65,8.284,8.891,11.202,10427575.4,14475911.4,8304941.04
2017-03-31,8.66,9.0,7.97,7.9,12677677.0,-0.71,-8.18,8.712,9.228,11.526,13828044.0,13712561.46,8118955.12
2017-02-28,8.64,8.95,8.68,8.52,7772390.0,0.06,0.7,8.928,9.569,11.976,13526552.8,12532404.62,7806218.22
2017-01-26,8.7,8.87,8.62,8.35,6518613.0,-0.09,-1.03,9.114,9.943,12.763,15774895.2,11913113.58,7623687.9
2016-12-30,9.59,10.37,8.71,8.53,16365526.0,-0.87,-9.08,9.4,10.408,14.107,20002518.6,11574959.98,7722838.35
2016-11-30,9.05,10.09,9.58,8.88,25806014.0,0.53,5.86,9.498,10.876,15.444,18524247.4,10076510.29,7152946.28
2016-10-31,9.45,9.45,9.05,8.96,11170221.0,-0.56,-5.83,9.744,11.091,15.878,13597078.92,7649987.98,6120031.88
2016-09-30,9.92,9.92,9.61,8.97,19014102.0,-0.44,-4.38,10.21,11.819,16.342,11538256.44,6857330.01,5697844.53
2016-08-31,9.16,11.59,10.05,8.79,27656730.0,0.85,9.24,10.772,12.601,16.714,8051331.96,5217244.23,5121276.15
2016-07-29,10.49,10.67,9.2,9.14,8974170.0,-1.61,-14.89,11.416,13.126,16.858,3147401.36,2750221.58,4201310.45
2016-06-30,11.38,11.9,10.81,10.53,1170171.62,-0.57,-5.01,12.254,13.513,16.879,1628773.18,2133970.68,3926256.9
2016-05-31,12.41,12.87,11.38,10.83,876108.56,-1.04,-8.37,12.438,13.824,16.793,1702897.04,2525348.77,4015207.05
2016-04-29,13.3,13.99,12.42,12.2,1579479.62,-0.85,-6.41,13.428,14.382,16.705,2176403.57,3080031.81,4284893.14
2016-03-31,13.06,15.63,13.27,12.42,3137077.0,-0.12,-0.9,14.43,15.583,16.491,2383156.5,3334262.23,4431641.81
2016-02-29,11.8,13.68,13.39,11.35,1381029.12,1.66,14.15,14.836,17.805,16.23,2353041.8,3870716.73,4575854.49
2016-01-29,16.3,16.31,11.73,11.08,1540790.88,-4.6,-28.17,14.772,20.011,15.959,2639168.18,4229382.26,4688788.53
2015-12-31,19.18,19.49,16.33,16.13,3243641.25,-1.1,-6.31,15.21,20.665,15.746,3347800.5,4590075.78,4729356.08
2015-11-18,15.03,18.17,17.43,14.4,2613244.25,2.13,13.92,15.336,20.865,15.324,3983660.05,4538359.05,4978135.99
2015-10-30,13.5,16.45,15.3,13.38,2986503.5,2.23,17.06,16.736,20.826,14.897,4285367.95,5025308.08,5082421.63
2015-09-30,14.04,15.48,13.07,12.59,2811661.0,-0.85,-6.11,20.774,20.59,14.397,5388391.65,5652399.33,5011160.66
2015-08-31,16.8,25.95,13.92,12.95,5083952.5,-3.04,-17.93,25.25,20.245,14.053,5819596.35,5718543.13,5049029.72
2015-07-31,23.99,24.4,16.96,11.69,6422939.0,-7.47,-30.58,26.12,19.762,13.623,5832351.05,5505065.33,4849466.36
2015-06-30,35.05,38.99,24.43,20.96,4121783.75,-11.06,-31.16,26.394,19.028,13.05,5093058.05,5489754.48,4646787.47
2015-05-29,39.0,42.98,35.49,30.21,8501622.0,0.04,0.11,24.916,17.399,12.145,5765248.2,5529021.4,4542997.31
2015-04-29,18.07,35.45,35.45,17.86,4967684.5,17.18,94.03,20.406,14.655,10.692,5916407.0,5280992.25,4387992.89
2015-03-31,18.81,19.25,18.27,16.66,5147726.0,-0.06,-0.33,15.24,11.907,9.23,5617489.9,5148194.8,4390690.21
2015-02-27,16.52,18.9,18.33,15.75,2726474.0,1.29,7.57,13.404,10.827,8.558,5177779.6,4868636.38,4239611.87
2015-01-30,13.36,18.55,17.04,13.14,7482734.5,4.1,31.68,11.662,9.782,7.914,5886450.9,5417912.93,4206236.96
2014-12-31,9.64,13.51,12.94,9.38,9257416.0,3.32,34.51,9.882,8.968,7.342,5292794.6,5139535.18,3967243.17
2014-11-28,9.1,9.94,9.62,8.61,3473099.0,0.53,5.83,8.904,8.203,7.0,4645577.5,4369921.99,3696045.29
2014-10-31,9.77,9.96,9.09,8.5,2949174.5,-0.53,-5.51,8.574,7.861,6.834,4678899.7,4379516.31,3816388.59
2014-09-30,8.14,9.8,9.62,8.1,6269830.5,1.48,18.18,8.25,7.484,6.774,4559493.15,4193867.39,3948974.04
2014-08-29,8.02,8.63,8.14,7.9,4514453.0,0.09,1.12,7.902,7.072,6.718,4949374.95,3803820.46,4184677.37
2014-07-31,8.0,8.41,8.05,7.32,6021330.5,0.08,1.0,8.054,6.891,6.841,4986275.75,3556973.22,4284244.77
2014-06-30,7.47,8.36,7.97,7.0,3639710.0,0.5,6.69,7.502,6.729,6.673,4094266.47,3494993.52,4014117.75
2014-05-30,7.83,7.96,7.47,7.13,2352141.75,-0.41,-5.2,7.148,6.553,6.539,4080132.92,3633185.62,3873971.78
2014-04-30,8.81,9.54,7.88,7.69,8219239.5,-1.02,-11.46,6.718,6.289,6.401,3828241.62,3610587.37,3767889.86
2014-03-31,5.75,11.22,8.9,5.75,4698957.0,3.61,68.24,6.242,6.046,6.237,2658265.97,2994560.99,3376111.48
2013-06-28,6.18,6.28,5.29,4.71,1561284.12,-0.91,-14.68,5.728,5.716,6.052,2127670.7,2794951.16,3191534.78
2013-05-31,5.32,6.63,6.2,5.27,3569042.25,0.88,16.54,5.956,5.797,6.065,2895720.57,3022168.6,3133764.21
2013-04-26,5.5,5.72,5.32,5.21,1092685.25,-0.18,-3.27,5.958,5.807,6.031,3186238.32,3253260.87,3011816.72
2013-03-29,6.3,6.37,5.5,5.25,2369361.25,-0.83,-13.11,5.86,6.063,6.081,3392933.12,3704080.7,3061299.42
2013-02-28,6.42,7.09,6.33,6.04,2045980.62,-0.1,-1.55,5.85,6.363,6.111,3330856.0,4565534.27,2998916.11
2013-01-31,6.21,7.43,6.43,5.7,5401533.5,0.22,3.54,5.704,6.79,6.116,3462231.62,5011516.31,2923508.97
2012-12-31,4.83,6.36,6.21,4.51,5021631.0,1.38,28.57,5.638,6.617,6.108,3148616.62,4533241.98,2681850.57
2012-11-30,5.47,6.0,4.83,4.63,2126159.25,-0.62,-11.38,5.656,6.524,6.211,3320283.42,4114757.94,2497818.65
2012-10-31,5.6,6.25,5.45,5.37,2058975.62,-0.15,-2.68,6.266,6.513,6.39,4015228.27,3925192.35,2487868.92
2012-09-28,6.08,6.75,5.6,5.33,2702858.75,-0.5,-8.2,6.876,6.427,6.505,5800212.55,3757661.96,2426923.27
2012-08-31,6.11,7.1,6.1,5.95,3833458.5,-0.2,-3.17,7.876,6.388,6.579,6560801.0,3588118.41,2325489.86
2012-07-31,7.85,7.97,6.3,5.83,5879965.0,-1.58,-20.05,7.596,6.333,6.635,5917867.34,3245359.82,2202787.9
2012-06-29,8.43,8.73,7.88,7.2,5600883.5,-0.62,-7.29,7.392,6.255,6.676,4909232.45,2770372.56,1924022.27
2012-05-31,10.01,11.32,8.5,8.15,10983897.0,-2.1,-19.81,6.76,6.098,6.717,3835156.43,2418518.14,1707781.75
2012-04-25,4.71,10.6,10.6,4.65,6505801.0,5.9,125.53,5.978,5.859,6.834,1715111.38,1432297.94,1270605.84
2012-03-30,5.25,5.53,4.7,4.64,618790.19,-0.58,-10.98,4.9,5.442,6.792,615435.82,835501.62,976936.89
2012-02-29,4.72,5.68,5.28,4.64,836790.56,0.56,11.86,5.07,5.599,7.016,572852.31,830459.16,1014828.68
2012-01-31,4.6,4.88,4.72,4.27,230503.39,0.13,2.83,5.118,5.897,7.26,631512.67,880879.36,1074112.34
2011-12-30,5.39,5.48,4.59,4.42,383671.75,-0.62,-11.9,5.436,6.266,7.591,1001879.85,1050545.48,1183355.45
2011-11-30,5.51,6.02,5.21,5.15,1007423.19,-0.34,-6.13,5.74,6.582,7.878,1149484.5,1096184.58,1236364.89
2011-10-31,5.55,5.88,5.55,5.11,405872.66,0.03,0.54,5.984,6.769,8.072,1055567.42,1062861.31,1267108.88
2011-09-30,6.36,6.65,5.52,5.44,1130092.38,-0.79,-12.52,6.128,6.937,8.228,1088066.0,1160215.97,1341452.5
2011-08-31,6.1,6.8,6.31,5.23,2082339.25,0.2,3.27,6.676,7.096,8.512,1130246.05,1077671.97,1483421.08
2011-07-29,6.42,7.26,6.11,6.0,1121695.0,-0.32,-4.98,7.096,7.336,8.729,1099211.12,997045.37,1473303.72
2011-06-30,6.25,6.68,6.43,6.0,537837.81,0.16,2.55,7.424,7.809,8.896,1042884.67,1108913.75,1544908.07
2011-05-31,8.24,8.32,6.27,6.07,568365.56,-1.99,-24.09,7.554,8.141,9.033,1070155.2,1118372.17,1660658.03
2011-04-29,8.45,9.5,8.26,8.14,1340992.62,-0.15,-1.78,7.746,8.433,9.094,1232365.94,1199198.21,1747389.1
2011-03-31,7.75,8.99,8.41,7.7,1927164.62,0.66,8.52,7.516,8.622,8.946,1025097.89,1267345.31,1779504.47
2011-02-28,7.08,7.93,7.75,7.04,840062.75,0.67,9.46,7.576,8.916,8.8,894879.62,1316165.42,1736726.39
2011-01-31,7.28,7.77,7.08,6.85,674190.44,-0.15,-2.08,8.194,9.174,8.647,1174942.82,1376545.2,1787957.2
2010-12-31,7.82,9.46,7.23,7.02,1379419.25,0.12,1.69,8.728,9.375,8.527,1166589.13,1471356.45,1839647.18
2010-05-14,8.6,8.71,7.11,7.0,304652.41,-1.6,-18.37,9.12,9.519,8.365,1166030.48,1522689.03,1811210.11
2010-04-30,10.87,11.09,8.71,8.56,1276073.25,-2.13,-19.65,9.728,9.928,8.276,1509592.72,1889170.19,1837525.34
2010-03-31,9.98,11.06,10.84,9.75,2240378.75,1.09,11.18,10.256,10.122,8.145,1737451.22,1949562.06,1849099.98
2010-02-26,9.14,9.79,9.75,8.8,632422.0,0.56,6.09,10.154,9.982,7.956,1578147.57,1980902.39,1774518.79
2010-01-29,10.17,10.53,9.19,9.06,1376626.0,-0.96,-9.46,10.022,9.924,7.806,1776123.77,2202943.89,1773299.14
2009-12-31,11.25,12.68,10.15,10.15,2022463.62,-1.2,-10.57,9.918,9.754,7.783,1879347.57,2295579.99,1745154.54
2009-11-30,10.02,12.2,11.35,10.01,2415365.75,1.02,9.87,10.128,9.269,7.737,2268747.65,2291663.63,1683328.01
2009-10-30,9.11,11.38,10.33,9.07,1443860.5,1.24,13.64,9.988,8.683,7.723,2161672.9,2157287.35,1606131.38
2009-09-30,8.48,10.87,9.09,8.48,1622303.0,0.42,4.84,9.81,8.12,7.876,2383657.2,2199369.2,1570091.55
2009-08-31,11.25,12.02,8.67,8.66,1892745.0,-2.53,-22.59,9.826,7.679,8.019,2629764.0,2207937.9,1556462.95
2009-07-31,10.58,12.97,11.2,10.46,3969464.0,0.55,5.16,9.59,7.21,8.228,2711812.4,2099731.2,1510021.2
2009-06-30,9.67,10.88,10.65,9.12,1879992.0,1.21,12.82,8.41,6.623,8.237,2314579.6,1785880.5,1353022.1
2009-05-27,9.28,10.56,9.44,9.15,2553782.0,0.27,2.94,7.378,6.168,8.35,2152901.8,1748637.9,1316714.85
2009-04-30,7.52,9.37,9.17,7.01,2852837.0,1.68,22.43,6.43,5.93,8.654,2015081.2,1568135.2,1349927.3
2009-03-31,5.33,7.79,7.49,5.25,2302987.0,2.19,41.32,5.532,5.688,8.869,1786111.8,1343654.4,1365856.95
2009-02-27,5.49,7.1,5.3,5.2,1983300.0,-0.19,-3.46,4.83,5.812,9.099,1487650.0,1194729.1,1361567.4
2009-01-23,4.79,5.73,5.49,4.69,1071603.0,0.79,16.81,4.836,6.204,9.319,1257181.4,1074992.4,1437049.55
2008-12-31,4.63,5.86,4.7,4.63,1864679.0,0.02,0.43,4.958,6.763,9.689,1344374.0,1054975.4,1571072.75
2008-11-28,3.95,5.47,4.68,3.61,1707990.0,0.7,17.59,5.43,7.631,10.265,1121189.2,940813.9,1633976.85
2008-10-31,5.1,5.24,3.98,3.9,810678.0,-1.35,-25.33,5.844,8.358,10.609,901197.0,904988.0,1758481.95
2008-09-26,6.04,6.15,5.33,4.38,830957.0,-0.77,-12.62,6.794,9.245,10.899,901808.2,920311.2,1814021.1
2008-08-29,7.06,7.81,6.1,5.37,1507566.0,-0.96,-13.6,7.572,9.85,11.045,892803.4,920163.7,1954257.9
2008-07-31,6.75,7.74,7.06,6.45,748755.0,0.31,4.59,8.568,10.531,11.138,765576.8,884791.8,2005935.65
2008-06-30,8.6,9.59,6.75,6.4,608029.0,-1.98,-22.68,9.832,11.378,11.168,760438.6,1131719.4,2072264.9
2008-05-30,9.3,9.85,8.73,8.34,813734.0,-0.49,-5.32,10.872,12.05,11.19,908779.0,1388059.5,2137169.0
2008-04-30,11.19,11.3,9.22,7.64,785933.0,-1.86,-16.79,11.696,12.386,11.275,938814.2,1528405.7,2183293.4
2008-03-31,13.44,13.97,11.08,9.8,871433.0,-2.3,-17.19,12.128,12.434,11.243,947524.0,1799106.7,2276269.75
2008-02-29,12.01,13.58,13.38,10.92,723064.0,1.43,11.97,12.494,12.614,11.097,1004006.8,2087170.1,2371773.15
2008-01-31,12.7,14.18,11.95,11.03,1349731.0,-0.9,-7.0,12.924,12.899,10.657,1503000.2,2327139.8,2377024.5
2007-12-28,11.2,13.35,12.85,10.75,963910.0,1.47,12.92,13.228,12.859,10.389,1867340.0,2611975.9,2323307.35
2007-11-30,12.93,13.38,11.38,10.48,829482.0,-1.53,-11.85,13.076,12.553,10.023,2117997.2,2707731.0,2312616.0
2007-10-31,15.73,16.24,12.91,11.16,1153847.0,-2.62,-16.87,12.74,12.24,9.679,2650689.4,2988352.1,2292965.45
2007-09-28,13.61,16.95,15.53,12.05,3218031.0,2.06,15.29,12.734,11.745,9.248,3170333.4,3127079.5,2249924.0
2007-08-31,12.1,13.98,13.47,11.38,3171430.0,1.38,11.41,12.874,10.958,8.682,3151279.4,3012810.4,2099679.05
2007-07-31,9.73,12.65,12.09,8.35,2217196.0,2.39,24.64,12.49,10.33,8.201,3356611.8,2886278.5,1948345.05
2007-06-29,12.88,13.75,9.7,9.39,3492943.0,-3.18,-24.69,12.03,10.163,7.783,3297464.8,2838181.1,1842984.05
2007-05-31,16.82,19.55,12.88,12.87,3752067.0,-3.35,-20.64,11.74,10.052,7.504,3326014.8,2753432.8,1672750.75
2007-04-30,11.56,16.45,16.23,11.55,3122761.0,4.68,40.52,10.756,9.579,7.061,3083825.6,2656376.2,1513762.1
2007-03-30,9.78,13.3,11.55,9.2,4198092.0,1.76,17.98,9.042,8.415,6.462,2874341.4,2426909.2,1388423.2
2007-02-28,8.23,10.35,9.79,7.77,1921461.0,1.54,18.67,8.17,7.918,6.065,2415945.2,2034638.8,1190126.7
2007-01-31,7.99,9.88,8.25,7.16,3635693.0,0.29,3.64,8.296,7.492,5.78,2378897.4,1917501.0,1117622.15
2006-12-29,7.62,8.18,7.96,7.16,2541121.0,0.3,3.92,8.364,7.118,5.564,2180850.8,1597578.8,940675.7
2006-11-30,7.17,7.79,7.66,6.51,2075340.0,0.47,6.54,8.402,6.751,5.377,2228926.8,1372768.5,827148.95
2006-10-31,10.56,10.58,7.19,6.88,1906111.0,-3.23,-31.0,7.788,6.405,5.213,1979477.0,1186547.7,735572.55
2006-09-29,8.59,10.96,10.42,7.4,1736222.0,1.83,21.3,7.666,6.071,5.136,1653332.4,1010411.6,655884.2
2006-08-31,8.35,9.3,8.59,7.0,2645460.0,0.44,5.4,6.688,5.403,4.865,1456104.6,847787.0,591514.4
2006-07-31,4.62,8.6,8.15,4.43,2781501.0,3.56,77.56,5.872,4.956,4.681,1014306.8,592068.7,466954.95
2006-06-30,4.9,5.14,4.59,4.08,828091.0,-1.99,-30.24,5.1,4.543,4.551,516610.2,371148.0,349330.35
2006-05-19,6.08,6.66,6.58,5.8,275388.0,1.05,18.99,5.022,4.509,4.577,393618.4,349937.2,313282.45
2006-04-28,4.51,5.55,5.53,4.45,750083.0,1.02,22.62,4.476,4.211,4.528,367490.8,345614.6,314544.6
2006-03-31,4.28,4.63,4.51,4.02,436471.0,0.22,5.13,4.118,4.067,4.521,239469.4,317743.3,286976.7
2006-02-28,4.25,4.52,4.29,4.07,293018.0,0.09,2.14,4.04,4.01,4.562,169830.6,283772.6,268076.55
